"","year","month","date_of_month","day_of_week","births"
"2682",2007,5,5,6,8374
"2683",2007,5,6,7,7476
"2684",2007,5,7,1,12250
"2685",2007,5,8,2,13267
"2686",2007,5,9,3,13111
"2687",2007,5,10,4,13504
"2688",2007,5,11,5,13070
"2689",2007,5,12,6,8489
"2690",2007,5,13,7,7260
"2691",2007,5,14,1,12552
"2692",2007,5,15,2,13995
"2693",2007,5,16,3,13723
"2694",2007,5,17,4,13408
"2695",2007,5,18,5,12782
"2696",2007,5,19,6,8560
"2697",2007,5,20,7,7577
"2698",2007,5,21,1,12816
"2699",2007,5,22,2,14143
"2700",2007,5,23,3,13906
"2701",2007,5,24,4,14010
"2702",2007,5,25,5,13670
"2703",2007,5,26,6,8764
"2704",2007,5,27,7,7607
"2705",2007,5,28,1,7917
"2706",2007,5,29,2,13291
"2707",2007,5,30,3,14569
"2708",2007,5,31,4,14245
"2709",2007,6,1,5,13714
"2710",2007,6,2,6,8977
"2711",2007,6,3,7,7813
"2712",2007,6,4,1,12711
"2713",2007,6,5,2,13848
"2714",2007,6,6,3,13703
"2715",2007,6,7,4,13674
"2716",2007,6,8,5,13595
"2717",2007,6,9,6,8810
"2718",2007,6,10,7,7596
"2719",2007,6,11,1,12826
"2720",2007,6,12,2,13969
"2721",2007,6,13,3,13534
"2722",2007,6,14,4,14139
"2723",2007,6,15,5,13563
"2724",2007,6,16,6,8967
"2725",2007,6,17,7,7837
"2726",2007,6,18,1,13178
"2727",2007,6,19,2,14017
"2728",2007,6,20,3,13904
"2729",2007,6,21,4,13837
"2730",2007,6,22,5,13697
"2731",2007,6,23,6,9105
"2732",2007,6,24,7,7710
"2733",2007,6,25,1,12972
"2734",2007,6,26,2,14395
"2735",2007,6,27,3,14318
"2736",2007,6,28,4,14224
"2737",2007,6,29,5,13837
"2738",2007,6,30,6,9016
"2739",2007,7,1,7,7937
"2740",2007,7,2,1,13794
"2741",2007,7,3,2,14814
"2742",2007,7,4,3,9746
"2743",2007,7,5,4,13367
"2744",2007,7,6,5,14143
"2745",2007,7,7,6,10499
"2746",2007,7,8,7,8322
"2747",2007,7,9,1,13473
"2748",2007,7,10,2,14927
"2749",2007,7,11,3,14594
"2750",2007,7,12,4,14115
"2751",2007,7,13,5,13228
"2752",2007,7,14,6,9327
"2753",2007,7,15,7,7983
"2754",2007,7,16,1,13483
"2755",2007,7,17,2,14828
"2756",2007,7,18,3,14349
"2757",2007,7,19,4,14169
"2758",2007,7,20,5,14070
"2759",2007,7,21,6,9356
"2760",2007,7,22,7,7963
"2761",2007,7,23,1,13293
"2762",2007,7,24,2,14783
"2763",2007,7,25,3,14510
"2764",2007,7,26,4,14212
"2765",2007,7,27,5,14354
"2766",2007,7,28,6,9258
"2767",2007,7,29,7,8116
"2768",2007,7,30,1,13439
"2769",2007,7,31,2,14409
"2770",2007,8,1,3,14627
"2771",2007,8,2,4,14241
"2772",2007,8,3,5,13961
"2773",2007,8,4,6,9083
"2774",2007,8,5,7,8160
"2775",2007,8,6,1,13318
"2776",2007,8,7,2,14670
"2777",2007,8,8,3,14477
"2778",2007,8,9,4,14314
"2779",2007,8,10,5,13836
"2780",2007,8,11,6,9200
"2781",2007,8,12,7,7945
"2782",2007,8,13,1,13199
"2783",2007,8,14,2,14695
"2784",2007,8,15,3,14629
"2785",2007,8,16,4,14674
"2786",2007,8,17,5,14136
"2787",2007,8,18,6,9332
"2788",2007,8,19,7,8115
"2789",2007,8,20,1,13496
"2790",2007,8,21,2,14541
"2791",2007,8,22,3,14344
"2792",2007,8,23,4,14447
"2793",2007,8,24,5,14162
"2794",2007,8,25,6,9234
"2795",2007,8,26,7,8025
"2796",2007,8,27,1,13187
"2797",2007,8,28,2,14959
"2798",2007,8,29,3,14517
"2799",2007,8,30,4,14668
"2800",2007,8,31,5,14163
"2801",2007,9,1,6,9465
"2802",2007,9,2,7,7957
"2803",2007,9,3,1,8397
"2804",2007,9,4,2,13600
"2805",2007,9,5,3,15440
"2806",2007,9,6,4,15010
"2807",2007,9,7,5,14818
"2808",2007,9,8,6,9745
"2809",2007,9,9,7,8389
"2810",2007,9,10,1,13844
"2811",2007,9,11,2,14063
"2812",2007,9,12,3,14960
"2813",2007,9,13,4,14525
"2814",2007,9,14,5,14603
"2815",2007,9,15,6,9807
"2816",2007,9,16,7,8283
"2817",2007,9,17,1,13798
"2818",2007,9,18,2,15194
"2819",2007,9,19,3,14783
"2820",2007,9,20,4,15139
"2821",2007,9,21,5,14473
"2822",2007,9,22,6,9604
"2823",2007,9,23,7,8512
"2824",2007,9,24,1,13534
"2825",2007,9,25,2,14788
"2826",2007,9,26,3,14417
"2827",2007,9,27,4,14519
"2828",2007,9,28,5,13926
"2829",2007,9,29,6,9198
"2830",2007,9,30,7,7983
"2831",2007,10,1,1,13244
"2832",2007,10,2,2,14231
"2833",2007,10,3,3,14021
"2834",2007,10,4,4,13756
"2835",2007,10,5,5,13649
"2836",2007,10,6,6,8901
"2837",2007,10,7,7,7858
"2838",2007,10,8,1,12582
"2839",2007,10,9,2,14033
"2840",2007,10,10,3,14086
"2841",2007,10,11,4,13580
"2842",2007,10,12,5,13400
"2843",2007,10,13,6,8756
"2844",2007,10,14,7,7579
"2845",2007,10,15,1,12987
"2846",2007,10,16,2,14039
"2847",2007,10,17,3,13783
"2848",2007,10,18,4,13581
"2849",2007,10,19,5,13437
"2850",2007,10,20,6,8607
"2851",2007,10,21,7,7723
"2852",2007,10,22,1,12730
"2853",2007,10,23,2,13681
"2854",2007,10,24,3,13771
"2855",2007,10,25,4,13874
"2856",2007,10,26,5,13223
"2857",2007,10,27,6,8806
"2858",2007,10,28,7,7560
"2859",2007,10,29,1,12648
"2860",2007,10,30,2,13389
"2861",2007,10,31,3,11757
"2862",2007,11,1,4,13926
"2863",2007,11,2,5,13803
"2864",2007,11,3,6,8837
"2865",2007,11,4,7,7975
"2866",2007,11,5,1,13023
"2867",2007,11,6,2,14159
"2868",2007,11,7,3,13905
"2869",2007,11,8,4,13734
"2870",2007,11,9,5,13542
"2871",2007,11,10,6,8755
"2872",2007,11,11,7,7920
"2873",2007,11,12,1,12746
"2874",2007,11,13,2,13640
"2875",2007,11,14,3,13850
"2876",2007,11,15,4,14432
"2877",2007,11,16,5,14156
"2878",2007,11,17,6,9123
"2879",2007,11,18,7,7898
"2880",2007,11,19,1,13944
"2881",2007,11,20,2,14808
"2882",2007,11,21,3,13230
"2883",2007,11,22,4,7567
"2884",2007,11,23,5,9598
"2885",2007,11,24,6,8380
"2886",2007,11,25,7,7668
"2887",2007,11,26,1,13192
"2888",2007,11,27,2,14707
"2889",2007,11,28,3,14030
"2890",2007,11,29,4,13821
"2891",2007,11,30,5,12966
"2892",2007,12,1,6,8761
"2893",2007,12,2,7,7676
"2894",2007,12,3,1,12581
"2895",2007,12,4,2,13878
"2896",2007,12,5,3,13695
"2897",2007,12,6,4,13514
"2898",2007,12,7,5,13168
"2899",2007,12,8,6,8676
"2900",2007,12,9,7,7603
"2901",2007,12,10,1,12759
"2902",2007,12,11,2,13962
"2903",2007,12,12,3,13906
"2904",2007,12,13,4,13418
"2905",2007,12,14,5,13267
"2906",2007,12,15,6,8654
"2907",2007,12,16,7,7636
"2908",2007,12,17,1,13455
"2909",2007,12,18,2,14983
"2910",2007,12,19,3,14941
"2911",2007,12,20,4,15214
"2912",2007,12,21,5,14808
"2913",2007,12,22,6,9194
"2914",2007,12,23,7,7398
"2915",2007,12,24,1,7727
"2916",2007,12,25,2,6624
"2917",2007,12,26,3,12306
"2918",2007,12,27,4,15590
"2919",2007,12,28,5,15555
"2920",2007,12,29,6,9961
"2921",2007,12,30,7,8191
"2922",2007,12,31,1,11102
"2923",2008,1,1,2,8014
"2924",2008,1,2,3,11729
"2925",2008,1,3,4,13691
"2926",2008,1,4,5,13799
"2927",2008,1,5,6,9113
"2928",2008,1,6,7,7610
"2929",2008,1,7,1,12335
"2930",2008,1,8,2,13336
"2931",2008,1,9,3,13022
"2932",2008,1,10,4,13617
"2933",2008,1,11,5,13412
"2934",2008,1,12,6,8712
"2935",2008,1,13,7,7407
"2936",2008,1,14,1,12566
"2937",2008,1,15,2,13344
"2938",2008,1,16,3,13183
"2939",2008,1,17,4,13332
"2940",2008,1,18,5,13473
"2941",2008,1,19,6,8480
"2942",2008,1,20,7,7481
"2943",2008,1,21,1,11883
"2944",2008,1,22,2,13297
"2945",2008,1,23,3,13458
"2946",2008,1,24,4,13485
"2947",2008,1,25,5,13305
"2948",2008,1,26,6,8717
"2949",2008,1,27,7,7643
"2950",2008,1,28,1,12592
"2951",2008,1,29,2,13412
"2952",2008,1,30,3,13233
"2953",2008,1,31,4,13187
"2954",2008,2,1,5,13191
"2955",2008,2,2,6,8646
"2956",2008,2,3,7,7616
"2957",2008,2,4,1,12592
"2958",2008,2,5,2,13447
"2959",2008,2,6,3,13338
"2960",2008,2,7,4,13636
"2961",2008,2,8,5,13582
"2962",2008,2,9,6,8862
"2963",2008,2,10,7,7637
"2964",2008,2,11,1,12578
"2965",2008,2,12,2,13867
"2966",2008,2,13,3,13125
"2967",2008,2,14,4,14207
"2968",2008,2,15,5,13696
"2969",2008,2,16,6,8780
"2970",2008,2,17,7,7646
"2971",2008,2,18,1,12032
"2972",2008,2,19,2,13548
"2973",2008,2,20,3,13418
"2974",2008,2,21,4,13507
"2975",2008,2,22,5,13183
"2976",2008,2,23,6,8973
"2977",2008,2,24,7,7505
"2978",2008,2,25,1,12621
"2979",2008,2,26,2,13500
"2980",2008,2,27,3,13316
"2981",2008,2,28,4,13674
"2982",2008,2,29,5,11631
"2983",2008,3,1,6,8832
"2984",2008,3,2,7,7535
"2985",2008,3,3,1,12621
"2986",2008,3,4,2,13622
"2987",2008,3,5,3,13160
"2988",2008,3,6,4,13279
"2989",2008,3,7,5,13104
"2990",2008,3,8,6,8409
"2991",2008,3,9,7,7216
"2992",2008,3,10,1,12648
"2993",2008,3,11,2,13571
"2994",2008,3,12,3,13353
"2995",2008,3,13,4,13037
"2996",2008,3,14,5,13321
"2997",2008,3,15,6,8806
"2998",2008,3,16,7,7626
"2999",2008,3,17,1,13006
"3000",2008,3,18,2,13766
"3001",2008,3,19,3,13356
"3002",2008,3,20,4,13614
"3003",2008,3,21,5,12606
"3004",2008,3,22,6,8477
"3005",2008,3,23,7,7174
"3006",2008,3,24,1,12352
"3007",2008,3,25,2,13572
"3008",2008,3,26,3,13116
"3009",2008,3,27,4,13224
"3010",2008,3,28,5,12886
"3011",2008,3,29,6,8616
"3012",2008,3,30,7,7368
"3013",2008,3,31,1,12211
"3014",2008,4,1,2,12771
"3015",2008,4,2,3,13491
"3016",2008,4,3,4,13340
"3017",2008,4,4,5,13405
"3018",2008,4,5,6,8600
"3019",2008,4,6,7,7606
"3020",2008,4,7,1,12312
"3021",2008,4,8,2,13526
"3022",2008,4,9,3,13009
"3023",2008,4,10,4,13236
"3024",2008,4,11,5,13053
"3025",2008,4,12,6,8531
"3026",2008,4,13,7,7384
"3027",2008,4,14,1,12386
"3028",2008,4,15,2,13274
"3029",2008,4,16,3,13120
"3030",2008,4,17,4,13164
"3031",2008,4,18,5,13090
"3032",2008,4,19,6,8695
"3033",2008,4,20,7,7504
"3034",2008,4,21,1,12376
"3035",2008,4,22,2,13428
"3036",2008,4,23,3,13284
"3037",2008,4,24,4,13317
"3038",2008,4,25,5,12851
"3039",2008,4,26,6,8304
"3040",2008,4,27,7,7439
"3041",2008,4,28,1,12325
"3042",2008,4,29,2,13313
"3043",2008,4,30,3,13210
"3044",2008,5,1,4,13520
"3045",2008,5,2,5,12872
"3046",2008,5,3,6,8329
"3047",2008,5,4,7,7135
"3048",2008,5,5,1,12480
"3049",2008,5,6,2,13416
"3050",2008,5,7,3,13059
"3051",2008,5,8,4,13387
"3052",2008,5,9,5,12934
"3053",2008,5,10,6,8554
"3054",2008,5,11,7,7293
"3055",2008,5,12,1,12613
"3056",2008,5,13,2,13238
"3057",2008,5,14,3,13405
"3058",2008,5,15,4,13521
"3059",2008,5,16,5,13062
"3060",2008,5,17,6,8246
"3061",2008,5,18,7,7573
"3062",2008,5,19,1,12614
"3063",2008,5,20,2,13912
"3064",2008,5,21,3,13853
"3065",2008,5,22,4,13732
"3066",2008,5,23,5,13342
"3067",2008,5,24,6,8529
"3068",2008,5,25,7,7441
"3069",2008,5,26,1,7948
"3070",2008,5,27,2,13181
"3071",2008,5,28,3,14397
"3072",2008,5,29,4,13783
"3073",2008,5,30,5,13602
"3074",2008,5,31,6,8864
"3075",2008,6,1,7,7651
"3076",2008,6,2,1,12590
"3077",2008,6,3,2,13459
"3078",2008,6,4,3,13597
"3079",2008,6,5,4,13438
"3080",2008,6,6,5,13159
"3081",2008,6,7,6,8708
"3082",2008,6,8,7,7727
"3083",2008,6,9,1,12450
"3084",2008,6,10,2,13789
"3085",2008,6,11,3,13609
"3086",2008,6,12,4,13796
"3087",2008,6,13,5,12394
"3088",2008,6,14,6,8603
"3089",2008,6,15,7,7779
"3090",2008,6,16,1,12732
"3091",2008,6,17,2,13756
"3092",2008,6,18,3,13638
"3093",2008,6,19,4,13452
"3094",2008,6,20,5,13403
"3095",2008,6,21,6,8857
"3096",2008,6,22,7,7651
"3097",2008,6,23,1,12794
"3098",2008,6,24,2,13983
"3099",2008,6,25,3,13728
"3100",2008,6,26,4,13547
"3101",2008,6,27,5,13411
"3102",2008,6,28,6,8991
"3103",2008,6,29,7,7840
"3104",2008,6,30,1,12898
"3105",2008,7,1,2,14350
"3106",2008,7,2,3,14189
"3107",2008,7,3,4,14182
"3108",2008,7,4,5,9449
"3109",2008,7,5,6,8061
"3110",2008,7,6,7,7725
"3111",2008,7,7,1,13340
"3112",2008,7,8,2,14771
"3113",2008,7,9,3,14098
"3114",2008,7,10,4,13952
"3115",2008,7,11,5,13697
"3116",2008,7,12,6,9084
"3117",2008,7,13,7,7885
"3118",2008,7,14,1,12881
"3119",2008,7,15,2,14221
"3120",2008,7,16,3,14016
"3121",2008,7,17,4,13987
"3122",2008,7,18,5,13542
"3123",2008,7,19,6,8978
"3124",2008,7,20,7,7999
"3125",2008,7,21,1,13053
"3126",2008,7,22,2,14241
"3127",2008,7,23,3,13994
"3128",2008,7,24,4,13622
"3129",2008,7,25,5,13417
"3130",2008,7,26,6,8898
"3131",2008,7,27,7,7940
"3132",2008,7,28,1,13054
"3133",2008,7,29,2,14259
"3134",2008,7,30,3,13883
"3135",2008,7,31,4,13939
"3136",2008,8,1,5,13684
"3137",2008,8,2,6,9018
"3138",2008,8,3,7,7911
"3139",2008,8,4,1,13155
"3140",2008,8,5,2,13981
"3141",2008,8,6,3,13800
"3142",2008,8,7,4,13859
"3143",2008,8,8,5,15374
"3144",2008,8,9,6,9233
"3145",2008,8,10,7,7951
"3146",2008,8,11,1,13186
"3147",2008,8,12,2,14336
"3148",2008,8,13,3,13933
"3149",2008,8,14,4,14248
"3150",2008,8,15,5,13890
"3151",2008,8,16,6,9180
"3152",2008,8,17,7,7848
"3153",2008,8,18,1,13404
"3154",2008,8,19,2,14348
"3155",2008,8,20,3,14083
"3156",2008,8,21,4,14010
"3157",2008,8,22,5,13923
"3158",2008,8,23,6,8997
"3159",2008,8,24,7,8008
"3160",2008,8,25,1,13051
"3161",2008,8,26,2,14260
"3162",2008,8,27,3,14213
"3163",2008,8,28,4,14718
"3164",2008,8,29,5,14260
"3165",2008,8,30,6,9182
"3166",2008,8,31,7,8002
"3167",2008,9,1,1,8105
"3168",2008,9,2,2,13488
"3169",2008,9,3,3,14657
"3170",2008,9,4,4,14980
"3171",2008,9,5,5,14475
"3172",2008,9,6,6,9450
"3173",2008,9,7,7,8209
"3174",2008,9,8,1,13437
"3175",2008,9,9,2,14567
"3176",2008,9,10,3,14474
"3177",2008,9,11,4,13391
"3178",2008,9,12,5,14312
"3179",2008,9,13,6,9552
"3180",2008,9,14,7,8405
"3181",2008,9,15,1,13775
"3182",2008,9,16,2,14736
"3183",2008,9,17,3,14316
"3184",2008,9,18,4,14512
"3185",2008,9,19,5,14151
"3186",2008,9,20,6,9227
"3187",2008,9,21,7,8183
"3188",2008,9,22,1,13246
"3189",2008,9,23,2,14464
"3190",2008,9,24,3,14016
"3191",2008,9,25,4,14176
"3192",2008,9,26,5,13705
"3193",2008,9,27,6,9168
"3194",2008,9,28,7,7892
"3195",2008,9,29,1,12819
"3196",2008,9,30,2,13737
"3197",2008,10,1,3,13761
"3198",2008,10,2,4,13742
"3199",2008,10,3,5,13189
"3200",2008,10,4,6,8788
"3201",2008,10,5,7,7609
"3202",2008,10,6,1,12557
"3203",2008,10,7,2,13728
"3204",2008,10,8,3,13499
"3205",2008,10,9,4,13301
"3206",2008,10,10,5,13264
"3207",2008,10,11,6,8624
"3208",2008,10,12,7,7590
"3209",2008,10,13,1,11616
"3210",2008,10,14,2,13396
"3211",2008,10,15,3,13299
"3212",2008,10,16,4,13163
"3213",2008,10,17,5,12957
"3214",2008,10,18,6,8373
"3215",2008,10,19,7,7205
"3216",2008,10,20,1,12384
"3217",2008,10,21,2,13478
"3218",2008,10,22,3,13256
"3219",2008,10,23,4,13239
"3220",2008,10,24,5,12872
"3221",2008,10,25,6,8409
"3222",2008,10,26,7,7318
"3223",2008,10,27,1,12358
"3224",2008,10,28,2,13528
"3225",2008,10,29,3,12954
"3226",2008,10,30,4,12950
"3227",2008,10,31,5,11013
"3228",2008,11,1,6,8395
"3229",2008,11,2,7,7807
"3230",2008,11,3,1,12887
"3231",2008,11,4,2,13244
"3232",2008,11,5,3,13041
"3233",2008,11,6,4,13153
"3234",2008,11,7,5,13203
"3235",2008,11,8,6,8538
"3236",2008,11,9,7,7305
"3237",2008,11,10,1,12333
"3238",2008,11,11,2,13323
"3239",2008,11,12,3,12852
"3240",2008,11,13,4,12541
"3241",2008,11,14,5,12824
"3242",2008,11,15,6,8377
"3243",2008,11,16,7,7225
"3244",2008,11,17,1,12251
"3245",2008,11,18,2,13202
"3246",2008,11,19,3,12874
"3247",2008,11,20,4,13436
"3248",2008,11,21,5,13189
"3249",2008,11,22,6,8449
"3250",2008,11,23,7,7301
"3251",2008,11,24,1,13493
"3252",2008,11,25,2,13929
"3253",2008,11,26,3,12242
"3254",2008,11,27,4,7126
"3255",2008,11,28,5,9247
"3256",2008,11,29,6,7803
"3257",2008,11,30,7,7315
"3258",2008,12,1,1,13029
"3259",2008,12,2,2,14138
"3260",2008,12,3,3,13317
"3261",2008,12,4,4,13250
"3262",2008,12,5,5,12734
"3263",2008,12,6,6,8422
"3264",2008,12,7,7,7282
"3265",2008,12,8,1,12322
"3266",2008,12,9,2,13112
"3267",2008,12,10,3,13113
"3268",2008,12,11,4,12851
"3269",2008,12,12,5,12903
"3270",2008,12,13,6,8436
"3271",2008,12,14,7,7380
"3272",2008,12,15,1,12377
"3273",2008,12,16,2,13900
"3274",2008,12,17,3,13814
"3275",2008,12,18,4,14324
"3276",2008,12,19,5,14007
"3277",2008,12,20,6,8665
"3278",2008,12,21,7,7635
"3279",2008,12,22,1,13831
"3280",2008,12,23,2,13374
"3281",2008,12,24,3,9235
"3282",2008,12,25,4,6471
"3283",2008,12,26,5,10890
"3284",2008,12,27,6,8728
"3285",2008,12,28,7,7677
"3286",2008,12,29,1,13951
"3287",2008,12,30,2,15645
"3288",2008,12,31,3,12906
"3289",2009,1,1,4,8145
"3290",2009,1,2,5,10995
"3291",2009,1,3,6,8338
"3292",2009,1,4,7,7283
"3293",2009,1,5,1,12125
"3294",2009,1,6,2,13222
"3295",2009,1,7,3,13119
"3296",2009,1,8,4,13019
"3297",2009,1,9,5,12647
"3298",2009,1,10,6,8233
"3299",2009,1,11,7,7122
"3300",2009,1,12,1,12178
"3301",2009,1,13,2,12597
"3302",2009,1,14,3,13013
"3303",2009,1,15,4,12800
"3304",2009,1,16,5,12542
"3305",2009,1,17,6,8175
"3306",2009,1,18,7,7151
"3307",2009,1,19,1,11353
"3308",2009,1,20,2,12935
"3309",2009,1,21,3,12822
"3310",2009,1,22,4,13125
"3311",2009,1,23,5,12995
"3312",2009,1,24,6,8357
"3313",2009,1,25,7,7261
"3314",2009,1,26,1,12156
"3315",2009,1,27,2,13107
"3316",2009,1,28,3,12703
"3317",2009,1,29,4,12729
"3318",2009,1,30,5,12527
"3319",2009,1,31,6,8201
"3320",2009,2,1,7,7255
"3321",2009,2,2,1,12525
"3322",2009,2,3,2,13330
"3323",2009,2,4,3,12894
"3324",2009,2,5,4,12817
"3325",2009,2,6,5,12517
"3326",2009,2,7,6,8451
"3327",2009,2,8,7,7462
"3328",2009,2,9,1,12484
"3329",2009,2,10,2,13612
"3330",2009,2,11,3,13219
"3331",2009,2,12,4,13635
"3332",2009,2,13,5,11832
"3333",2009,2,14,6,8550
"3334",2009,2,15,7,7434
"3335",2009,2,16,1,11731
"3336",2009,2,17,2,13151
"3337",2009,2,18,3,13324
"3338",2009,2,19,4,13171
"3339",2009,2,20,5,12995
"3340",2009,2,21,6,8628
"3341",2009,2,22,7,7286
"3342",2009,2,23,1,12363
"3343",2009,2,24,2,13110
"3344",2009,2,25,3,13084
"3345",2009,2,26,4,13134
"3346",2009,2,27,5,12732
"3347",2009,2,28,6,8396
"3348",2009,3,1,7,7342
"3349",2009,3,2,1,12276
"3350",2009,3,3,2,13265
"3351",2009,3,4,3,12903
"3352",2009,3,5,4,13176
"3353",2009,3,6,5,13081
"3354",2009,3,7,6,8556
"3355",2009,3,8,7,7314
"3356",2009,3,9,1,12400
"3357",2009,3,10,2,13568
"3358",2009,3,11,3,12999
"3359",2009,3,12,4,13134
"3360",2009,3,13,5,12087
"3361",2009,3,14,6,8396
"3362",2009,3,15,7,7130
"3363",2009,3,16,1,12264
"3364",2009,3,17,2,13542
"3365",2009,3,18,3,12987
"3366",2009,3,19,4,12706
"3367",2009,3,20,5,12927
"3368",2009,3,21,6,8286
"3369",2009,3,22,7,7168
"3370",2009,3,23,1,12056
"3371",2009,3,24,2,13309
"3372",2009,3,25,3,13027
"3373",2009,3,26,4,12785
"3374",2009,3,27,5,12692
"3375",2009,3,28,6,8381
"3376",2009,3,29,7,7348
"3377",2009,3,30,1,12330
"3378",2009,3,31,2,13136
"3379",2009,4,1,3,12247
"3380",2009,4,2,4,13233
"3381",2009,4,3,5,13078
"3382",2009,4,4,6,8389
"3383",2009,4,5,7,7238
"3384",2009,4,6,1,12200
"3385",2009,4,7,2,13589
"3386",2009,4,8,3,13177
"3387",2009,4,9,4,13278
"3388",2009,4,10,5,12007
"3389",2009,4,11,6,7906
"3390",2009,4,12,7,6864
"3391",2009,4,13,1,11617
"3392",2009,4,14,2,13415
"3393",2009,4,15,3,12804
"3394",2009,4,16,4,13095
"3395",2009,4,17,5,12481
"3396",2009,4,18,6,8364
"3397",2009,4,19,7,7309
"3398",2009,4,20,1,12252
"3399",2009,4,21,2,13273
"3400",2009,4,22,3,12958
"3401",2009,4,23,4,12872
"3402",2009,4,24,5,12231
"3403",2009,4,25,6,8191
"3404",2009,4,26,7,7198
"3405",2009,4,27,1,12199
"3406",2009,4,28,2,13243
"3407",2009,4,29,3,12701
"3408",2009,4,30,4,12413
"3409",2009,5,1,5,12930
"3410",2009,5,2,6,8169
"3411",2009,5,3,7,7220
"3412",2009,5,4,1,12126
"3413",2009,5,5,2,13358
"3414",2009,5,6,3,12686
"3415",2009,5,7,4,13088
"3416",2009,5,8,5,12738
"3417",2009,5,9,6,8180
"3418",2009,5,10,7,7339
"3419",2009,5,11,1,12410
"3420",2009,5,12,2,13415
"3421",2009,5,13,3,12920
"3422",2009,5,14,4,13033
"3423",2009,5,15,5,12874
"3424",2009,5,16,6,8327
"3425",2009,5,17,7,7256
"3426",2009,5,18,1,12467
"3427",2009,5,19,2,13543
"3428",2009,5,20,3,13694
"3429",2009,5,21,4,13569
"3430",2009,5,22,5,13314
"3431",2009,5,23,6,8618
"3432",2009,5,24,7,7481
"3433",2009,5,25,1,8058
"3434",2009,5,26,2,13239
"3435",2009,5,27,3,14350
"3436",2009,5,28,4,14057
"3437",2009,5,29,5,13290
"3438",2009,5,30,6,8602
"3439",2009,5,31,7,7480
"3440",2009,6,1,1,12541
"3441",2009,6,2,2,13408
"3442",2009,6,3,3,13080
"3443",2009,6,4,4,13036
"3444",2009,6,5,5,12648
"3445",2009,6,6,6,8428
"3446",2009,6,7,7,7221
"3447",2009,6,8,1,12472
"3448",2009,6,9,2,13368
"3449",2009,6,10,3,13248
"3450",2009,6,11,4,13079
"3451",2009,6,12,5,12780
"3452",2009,6,13,6,8376
"3453",2009,6,14,7,7380
"3454",2009,6,15,1,12465
"3455",2009,6,16,2,13542
"3456",2009,6,17,3,13440
"3457",2009,6,18,4,13611
"3458",2009,6,19,5,12846
"3459",2009,6,20,6,8603
"3460",2009,6,21,7,7559
"3461",2009,6,22,1,12396
"3462",2009,6,23,2,13700
"3463",2009,6,24,3,13268
"3464",2009,6,25,4,13362
"3465",2009,6,26,5,12981
"3466",2009,6,27,6,8474
"3467",2009,6,28,7,7471
"3468",2009,6,29,1,12776
"3469",2009,6,30,2,14061
"3470",2009,7,1,3,14311
"3471",2009,7,2,4,13931
"3472",2009,7,3,5,10630
"3473",2009,7,4,6,7978
"3474",2009,7,5,7,7333
"3475",2009,7,6,1,12415
"3476",2009,7,7,2,14208
"3477",2009,7,8,3,14252
"3478",2009,7,9,4,13566
"3479",2009,7,10,5,13276
"3480",2009,7,11,6,8769
"3481",2009,7,12,7,7627
"3482",2009,7,13,1,12570
"3483",2009,7,14,2,14086
"3484",2009,7,15,3,13939
"3485",2009,7,16,4,14012
"3486",2009,7,17,5,13258
"3487",2009,7,18,6,8626
"3488",2009,7,19,7,7536
"3489",2009,7,20,1,12612
"3490",2009,7,21,2,13974
"3491",2009,7,22,3,13657
"3492",2009,7,23,4,13880
"3493",2009,7,24,5,13132
"3494",2009,7,25,6,8887
"3495",2009,7,26,7,7716
"3496",2009,7,27,1,12684
"3497",2009,7,28,2,14163
"3498",2009,7,29,3,13619
"3499",2009,7,30,4,13537
"3500",2009,7,31,5,13307
"3501",2009,8,1,6,8684
"3502",2009,8,2,7,7492
"3503",2009,8,3,1,12642
"3504",2009,8,4,2,13937
"3505",2009,8,5,3,13510
"3506",2009,8,6,4,13377
"3507",2009,8,7,5,13122
"3508",2009,8,8,6,8830
"3509",2009,8,9,7,7683
"3510",2009,8,10,1,12759
"3511",2009,8,11,2,14021
"3512",2009,8,12,3,13764
"3513",2009,8,13,4,13391
"3514",2009,8,14,5,13398
"3515",2009,8,15,6,8566
"3516",2009,8,16,7,7750
"3517",2009,8,17,1,13104
"3518",2009,8,18,2,14226
"3519",2009,8,19,3,13634
"3520",2009,8,20,4,13994
"3521",2009,8,21,5,13291
"3522",2009,8,22,6,8952
"3523",2009,8,23,7,7650
"3524",2009,8,24,1,12664
"3525",2009,8,25,2,13928
"3526",2009,8,26,3,13770
"3527",2009,8,27,4,13861
"3528",2009,8,28,5,13530
"3529",2009,8,29,6,8805
"3530",2009,8,30,7,7702
"3531",2009,8,31,1,12758
"3532",2009,9,1,2,14107
"3533",2009,9,2,3,13659
"3534",2009,9,3,4,13900
"3535",2009,9,4,5,13622
"3536",2009,9,5,6,8959
"3537",2009,9,6,7,7587
"3538",2009,9,7,1,7947
"3539",2009,9,8,2,13555
"3540",2009,9,9,3,16081
"3541",2009,9,10,4,14887
"3542",2009,9,11,5,13032
"3543",2009,9,12,6,9264
"3544",2009,9,13,7,7871
"3545",2009,9,14,1,13393
"3546",2009,9,15,2,14558
"3547",2009,9,16,3,14130
"3548",2009,9,17,4,14095
"3549",2009,9,18,5,13951
"3550",2009,9,19,6,9032
"3551",2009,9,20,7,8014
"3552",2009,9,21,1,13415
"3553",2009,9,22,2,14318
"3554",2009,9,23,3,13973
